id,ref_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
970,D2022.021a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,,1.0
971,D2022.022a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe. ,1.5,,1.0
972,D2022.022a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,,1.0
973,D2022.023a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe. ,2.25,,1.0
974,D2022.023a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,,1.0
975,D2022.023b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 foot of pipe.,1.5,,1.0
976,D2022.023b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe.,2.25,,1.0
977,D2022.024a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.  ,2.25,,1.0
978,D2022.024a,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,,1.0
979,D2022.024b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 1 failure per 1000 foot of pipe.,1.5,,1.0
980,D2022.024b,Dustin,FEMA P-58,,,,,D2022,Heating Piping,,,,,"Heating hot Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Heating water. Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe. ,2.25,,1.0
981,D2031.011b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC A,B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
982,D2031.011b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC A,B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,2.0,Multiple supports failure and    60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
983,D2031.012b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
984,D2031.012b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,2.0,Multiple supports failure and    60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
985,D2031.013b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,2.25,,1.0
986,D2031.014b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/flexible couplings, SDC D,E,F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,3.0,,1.0
987,D2031.021a,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC A,B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Joints break - 1 break per 1000 feet of pipe.,2.25,,1.0
988,D2031.021b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC A,B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
989,D2031.021b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC A,B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,2.0,Multiple supports failure and    60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet),2.4,,1.0
990,D2031.022a,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
991,D2031.022b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
992,D2031.022b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,2.0,Multiple supports failure and    60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet),2.4,,1.0
993,D2031.023a,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Joints break - 1 break per 1000 feet of pipe.,3.0,,1.0
994,D2031.023b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,2.25,,1.0
995,D2031.024a,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Joints break - 1 break per 1000 feet of pipe.,3.0,,1.0
996,D2031.024b,Dustin,FEMA P-58,,,,,D2031,Sanitary Waste Piping,,,,,"Sanitary Waste Piping - Cast Iron w/bell and spigot couplings, SDC D,E,F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,2.25,,1.0
997,D2051.011a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
998,D2051.011a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
999,D2051.011b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
1000,D2051.011b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC A or B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Multiple supports failure and 60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
1001,D2051.012a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
1002,D2051.012a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
1003,D2051.012b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,1.2,,1.0
1004,D2051.012b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC C, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Multiple supports failure and 60 feet of pipe fail per 1000 feet of pipe (assuming supports every 20 feet).,2.4,,1.0
1005,D2051.013a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
1006,D2051.013a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
1007,D2051.013b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,2.25,,1.0
1008,D2051.014a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Small Leakage at joints - 1 leak per 1000 feet of pipe.,0.55,,1.0
1009,D2051.014a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,2.0,Large Leakage w/ major repair - 1 leak per 1000 feet of pipe.,1.1,,1.0
1010,D2051.014b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Small Diameter Threaded Steel - (2.5 inches in diameter or less), SDC D, E, or F (OSHPD or sim), BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe 2.5 inches in diameter or less",,Peak Floor Acceleration,g,1.0,Isolated support failure w/o leakage - 0.5 supports fail per 1000 feet of pipe (assuming supports every 20 feet).,3.0,,1.0
1011,D2051.021a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.  Retighten flange at leaking joint.,1.5,,1.0
1012,D2051.021a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,,1.0
1013,D2051.021b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC A or B, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,1.0,Vertical Brace Failure - 1 failure per 1000 feet of pipe ,2.25,,1.0
1014,D2051.022a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.,1.5,,1.0
1015,D2051.022a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,2.6,,1.0
1016,D2051.023a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,1.0,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.,2.25,,1.0
1017,D2051.023a,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,2.0,Pipe Break - 1 break per 1000 feet of pipe.,4.1,,1.0
1018,D2051.023b,Dustin,FEMA P-58,,,,,D2051,Cooling Piping,,,,,"Chilled Water Piping - Large Diameter Welded Steel - (greater than 2.5 inches in diameter), SDC D, E, or F, BRACING FRAGILITY - Costing based upon 1000 ft segments of pipe, pipe greater than 2.5 inches in diameter",,Peak Floor Acceleration,g,1.0,Lateral Brace Failure - 0.01 failures per 20 foot pipe section.,1.5,,1.0
